"SPCD","COMMON_NAME","GENUS","SPECIES","VARIETY","SUBSPECIES","SPECIES_SYMBOL","E_SPGRPCD","W_SPGRPCD","C_SPGRPCD","P_SPGRPCD","MAJOR_SPGRPCD","STOCKING_SPGRPCD","FOREST_TYPE_SPGRPCD","EXISTS_IN_NCRS","EXISTS_IN_NERS","EXISTS_IN_PNWRS","EXISTS_IN_RMRS","EXISTS_IN_SRS","SITETREE","SFTWD_HRDWD","ST_EXISTS_IN_NCRS","ST_EXISTS_IN_NERS","ST_EXISTS_IN_PNWRS","ST_EXISTS_IN_RMRS","ST_EXISTS_IN_SRS","CORE","EAST","WEST","CARIBBEAN","PACIFIC","WOODLAND","MANUAL_START","MANUAL_END","JENKINS_SPGRPCD","JENKINS_TOTAL_B1","JENKINS_TOTAL_B2","JENKINS_STEM_WOOD_RATIO_B1","JENKINS_STEM_WOOD_RATIO_B2","JENKINS_STEM_BARK_RATIO_B1","JENKINS_STEM_BARK_RATIO_B2","JENKINS_FOLIAGE_RATIO_B1","JENKINS_FOLIAGE_RATIO_B2","JENKINS_ROOT_RATIO_B1","JENKINS_ROOT_RATIO_B2","JENKINS_SAPLING_ADJUSTMENT","WOOD_SPGR_GREENVOL_DRYWT","WOOD_SPGR_GREENVOL_DRYWT_CIT","BARK_SPGR_GREENVOL_DRYWT","BARK_SPGR_GREENVOL_DRYWT_CIT","MC_PCT_GREEN_BARK","MC_PCT_GREEN_BARK_CIT","MC_PCT_GREEN_WOOD","MC_PCT_GREEN_WOOD_CIT","WOOD_SPGR_MC12VOL_DRYWT","WOOD_SPGR_MC12VOL_DRYWT_CIT","BARK_VOL_PCT","BARK_VOL_PCT_CIT","RAILE_STUMP_DOB_B1","RAILE_STUMP_DIB_B1","RAILE_STUMP_DIB_B2","CWD_DECAY_RATIO1","CWD_DECAY_RATIO2","CWD_DECAY_RATIO3","CWD_DECAY_RATIO4","CWD_DECAY_RATIO5","DWM_CARBON_RATIO","STANDING_DEAD_DECAY_RATIO1","STANDING_DEAD_DECAY_RATIO2","STANDING_DEAD_DECAY_RATIO3","STANDING_DEAD_DECAY_RATIO4","STANDING_DEAD_DECAY_RATIO5","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
6673,"Coccothrinax barbadensis","Coccothrinax","barbadensis","","","COBA3",54,54,54,,3,37,984,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
8651,"Anacahuita Texas Olive","Cordia","boissieri","","","COBO2",27,47,,,4,29,203,"","","","","X","","H","","","","","","N","E","","","","",4,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.991,.822,.647,.541,.541,"",2007-06-07,"333","",2011-08-24,"10945"
6730,"muneco","Cordia","borinquensis","","","COBO3",54,54,54,,3,37,987,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6749,"redgum","Corymbia","calophylla","","","COCA48",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6750,"Corymbia citriodora","Corymbia","citriodora","","","COCI4",54,54,54,54,3,37,980,"","","X","","X","","H","","","","","","N","","","C","P","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2012-10-29,"440"
6731,"red manjack","Cordia","collococca","","","COCO5",54,54,54,54,3,37,985,"","","X","","X","","H","","","","","","N","","","C","P","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2012-10-29,"440"
6658,"uvilla","Coccoloba","costata","","","COCO8",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6681,"coconut palm","Cocos","spp.","","","COCOS",53,53,,53,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6733,"fragrant manjack","Cordia","dichotoma","","","CODI18",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
863,"tietongue, pigeon-plum","Coccoloba","diversifolia","","","CODI8",43,47,54,,3,37,227,"","","","","X","","H","","","","","","N","E","","C","","",2,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.991,.822,.647,.541,.541,"",2005-02-24,"333","",2010-11-20,"440"
6705,"poison ash","Comocladia","dodonaea","","","CODO",54,54,54,,3,37,984,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
864,"soldierwood","Colubrina","elliptica","","","COEL2",43,47,54,,3,37,227,"","","","","X","","H","","","","","","N","E","","C","","",2,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.991,.822,.647,.541,.541,"",2005-02-24,"333","",2010-11-20,"440"
987,"buttonwood-mangrove","Conocarpus","erectus","","","COER2",43,47,54,47,4,37,149,"","","X","","X","","H","","","","","","N","E","","C","P","",2,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.991,.822,.647,.541,.541,"",2005-02-24,"333","",2012-10-29,"440"
6687,"coffee","Coffea","spp.","","","COFFE",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6751,"redflower gum","Corymbia","ficifolia","","","COFI7",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
491,"flowering dogwood","Cornus","florida","","","COFL2",42,47,,,4,25,101,"X","X","","","X","","H","","","","","","Y","E","","","","",1.7,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.93185,.64,11,.58,22,90.65517,22,32.71875,22,.73,11,15,21,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.982,.793,.618,.525,.525,"",2005-02-24,"333","",2011-08-24,"10945"
6716,"forest mirrorplant","Coprosma","foliosa","","","COFO2",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6744,"tiplant","Cordyline","fruticosa","","","COFR2",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6706,"carrasco","Comocladia","glabra","","","COGL4",54,54,54,,3,37,985,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6756,"cannonball tree","Couroupita","guianensis","","","COGU3",54,54,54,54,3,37,980,"","","X","","X","","H","","","","","","N","","","C","P","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2012-10-29,"440"
6752,"red bloodwood","Corymbia","gummifera","","","COGU4",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
867,"Bluewood","Condalia","hookeri","","","COHO",48,48,,,4,29,160,"","","","","X","","H","","","","","","N","E","","","","X",4,,10,-.7152,1.7029,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12798,.92267,.12506,1,.78,.45,.42,.42,.491,.991,.822,.647,.541,.541,"",2007-06-07,"333","",2011-08-24,"10945"
6717,"koi","Coprosma","kauensis","","","COKA",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6660,"whitewood","Coccoloba","krugii","","","COKR",54,54,54,,3,37,984,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6735,"smooth manjack","Cordia","laevigata","","","COLA12",54,54,54,,3,37,984,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6754,"karaka nut","Corynocarpus","laevigatus","","","COLA6",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6686,"Coffea liberica","Coffea","liberica","","","COLI8",54,54,54,54,3,37,986,"","","X","","X","","H","","","","","","N","","","C","P","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2012-10-29,"440"
6718,"Oahu mirrorplant","Coprosma","longifolia","","","COLO4",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6699,"nakedwood","Colubrina","spp.","","","COLUB",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6661,"puckhout","Coccoloba","microstachya","","","COMI",54,54,54,,3,37,984,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6736,"Cordia micronesica","Cordia","micronesica","","","COMI6",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6719,"alpine mirrorplant","Coprosma","montana","","","COMO3",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6711,"Consolea moniliformis","Consolea","moniliformis","","","COMO8",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6709,"mangrove","Conocarpus","spp.","","","CONOC",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
908,"coconut palm  ","Cocos","nucifera","","","CONU",43,47,53,47,3,37,147,"","","X","","X","","H","","","","","","N","E","","C","P","",2,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.991,.822,.647,.541,.541,"",2005-02-24,"333","",2012-10-29,"440"
492,"Pacific dogwood","Cornus","nuttallii","","","CONU4",43,47,,,4,26,221,"","","X","X","X","","H","","","","X","","Y","","W","","","",1.7,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.96395,.58,15,.58,15,90.65517,22,46.44828,22,.62,21,15,21,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.982,.793,.618,.525,.525,"",2005-02-24,"333","",2011-08-24,"10945"
996,"smoketree","Cotinus","obovatus","","","COOB2",43,47,,,4,37,221,"X","","","","X","","H","","","","","","Y","E","","","","",1.7,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.982,.793,.618,.525,.525,"",2005-02-24,"333","",2011-08-24,"10945"
6737,"clammy cherry","Cordia","obliqua","","","COOB3",54,54,54,,3,37,986,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6746,"nigua","Cornutia","obovata","","","COOB4",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6720,"Maui mirrorplant","Coprosma","ochracea","","","COOC3",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6714,"copaiba","Copaifera","officinalis","","","COOF2",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6697,"kauila","Colubrina","oppositifolia","","","COOP",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6662,"pale seagrape","Coccoloba","pallida","","","COPA24",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6724,"mirrorplant","Coprosma","spp.","","","COPRO",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6663,"grandleaf seagrape","Coccoloba","pubescens","","","COPU",54,54,54,,3,37,985,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6721,"pubescent mirrorplant","Coprosma","pubens","","","COPU8",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6664,"uvera","Coccoloba","pyrifolia","","","COPY",54,54,54,,3,37,986,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6747,"azulejo","Cornutia","pyramidata","","","COPY2",54,54,54,,3,37,986,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6741,"cordia","Cordia","spp.","","","CORDI",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6745,"cordyline","Cordyline","spp.","","","CORDY2",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6722,"woodland mirrorplant","Coprosma","rhynchocarpa","","","CORH",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6738,"San Bartolome","Cordia","rickseckeri","","","CORI",54,54,54,,3,37,984,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
490,"dogwood spp.","Cornus","spp.","","","CORNU",43,47,,,4,37,221,"X","X","X","","","","H","","","","","","N","E","W","","","",2,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.61,25,.58,25,91,25,39.5,25,.68,25,15,25,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.982,.793,.618,.525,.525,"",2005-02-24,"333","",2010-08-05,"440"
6710,"Luquillo Mountain snailwood","Conostegia","rufescens","","","CORU17",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6665,"ortegon","Coccoloba","rugosa","","","CORU4",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6739,"Puerto Rico manjack","Cordia","rupicola","","","CORU5",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6712,"Consolea rubescens","Consolea","rubescens","","","CORU8",54,54,54,,3,37,984,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6755,"corynocarpus","Corynocarpus","spp.","","","CORYN2",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6691,"uab, chuchab","Colona","scabra","","","COSC13",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
7940,"saltwood","Neea","buxifolia","","","NEBU",54,54,54,,3,37,985,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
7944,"kadam","Neolamarckia","cadamba","","","NECA7",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
7962,"kalm, aralm","Neuburgia","celebica","","","NECE",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
7932,"Nectandra coriacea","Nectandra","coriacea","","","NECO",54,54,54,,3,37,985,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
7948,"afa","Neonauclea","forsteri","","","NEFO2",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
7933,"shinglewood","Nectandra","hihua","","","NEHI2",54,54,54,,3,37,986,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
7934,"Nectandra krugii","Nectandra","krugii","","","NEKR",54,54,54,,3,37,986,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
7952,"Rambutan","Nephelium","lappaceum","","","NELA7",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
7935,"Nectandra membranacea","Nectandra","membranacea","","","NEME3",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
7954,"maaloa","Neraudia","melastomifolia","","","NEME5",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
