"SPCD","COMMON_NAME","GENUS","SPECIES","VARIETY","SUBSPECIES","SPECIES_SYMBOL","E_SPGRPCD","W_SPGRPCD","C_SPGRPCD","P_SPGRPCD","MAJOR_SPGRPCD","STOCKING_SPGRPCD","FOREST_TYPE_SPGRPCD","EXISTS_IN_NCRS","EXISTS_IN_NERS","EXISTS_IN_PNWRS","EXISTS_IN_RMRS","EXISTS_IN_SRS","SITETREE","SFTWD_HRDWD","ST_EXISTS_IN_NCRS","ST_EXISTS_IN_NERS","ST_EXISTS_IN_PNWRS","ST_EXISTS_IN_RMRS","ST_EXISTS_IN_SRS","CORE","EAST","WEST","CARIBBEAN","PACIFIC","WOODLAND","MANUAL_START","MANUAL_END","JENKINS_SPGRPCD","JENKINS_TOTAL_B1","JENKINS_TOTAL_B2","JENKINS_STEM_WOOD_RATIO_B1","JENKINS_STEM_WOOD_RATIO_B2","JENKINS_STEM_BARK_RATIO_B1","JENKINS_STEM_BARK_RATIO_B2","JENKINS_FOLIAGE_RATIO_B1","JENKINS_FOLIAGE_RATIO_B2","JENKINS_ROOT_RATIO_B1","JENKINS_ROOT_RATIO_B2","JENKINS_SAPLING_ADJUSTMENT","WOOD_SPGR_GREENVOL_DRYWT","WOOD_SPGR_GREENVOL_DRYWT_CIT","BARK_SPGR_GREENVOL_DRYWT","BARK_SPGR_GREENVOL_DRYWT_CIT","MC_PCT_GREEN_BARK","MC_PCT_GREEN_BARK_CIT","MC_PCT_GREEN_WOOD","MC_PCT_GREEN_WOOD_CIT","WOOD_SPGR_MC12VOL_DRYWT","WOOD_SPGR_MC12VOL_DRYWT_CIT","BARK_VOL_PCT","BARK_VOL_PCT_CIT","RAILE_STUMP_DOB_B1","RAILE_STUMP_DIB_B1","RAILE_STUMP_DIB_B2","CWD_DECAY_RATIO1","CWD_DECAY_RATIO2","CWD_DECAY_RATIO3","CWD_DECAY_RATIO4","CWD_DECAY_RATIO5","DWM_CARBON_RATIO","STANDING_DEAD_DECAY_RATIO1","STANDING_DEAD_DECAY_RATIO2","STANDING_DEAD_DECAY_RATIO3","STANDING_DEAD_DECAY_RATIO4","STANDING_DEAD_DECAY_RATIO5","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE"
8719,"Tabernaemontana aurantiaca","Tabernaemontana","aurantiaca","","","TAAU3",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
8718,"trumpet-tree","Tabebuia","spp.","","","TABEB",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
231,"Pacific yew","Taxus","brevifolia","","","TABR2",9,24,,,2,18,40,"","","X","X","","X","S","","","X","X","","N","","W","","","",1.7,,3,-2.5384,2.4814,-.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,.6614,.45789,.6,12,.59,7,98.28814,7,46.9,7,.67,12,4,30,.12667,.914,.11975,1,.84,.71,.45,.45,.521,.994,.951,.902,.605,.605,"",2005-02-24,"333","",2011-08-24,"10945"
8709,"roble amarillo","Tabebuia","chrysantha","","","TACH3",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
8720,"milkwood","Tabernaemontana","citrifolia","","","TACI",54,54,54,,3,37,986,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
221,"baldcypress","Taxodium","distichum","","","TADI2",8,24,,,2,31,61,"X","X","","","X","","S","","","","","","Y","E","","","","",1.7,,1,-2.0336,2.2592,-.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,.6614,.95175,.42,1,.5,3,98.72,22,94.59524,16,.46,1,20,33,.12667,.914,.11975,1,.84,.71,.45,.45,.521,.994,.951,.902,.605,.605,"",2005-02-24,"333","",2011-08-24,"10945"
8710,"primavera","Tabebuia","donnell-smithii","","","TADO2",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
232,"Florida yew","Taxus","floridana","","","TAFL",9,24,,,2,18,39,"","","","","X","","S","","","","","","Y","E","","","","",2,,3,-2.5384,2.4814,-.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,.6614,.63086,.6,24,.59,24,98,24,47,24,.67,24,4,24,.12667,.914,.11975,1,.84,.71,.45,.45,.521,.994,.951,.902,.605,.605,"",2005-02-24,"333","",2010-08-05,"440"
8712,"roble cimarron","Tabebuia","haemantha","","","TAHA",54,54,54,,3,37,985,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
8713,"white cedar","Tabebuia","heterophylla","","","TAHE",54,54,54,,3,37,985,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
897,"tamarind","Tamarindus","indica","","","TAIN2",43,47,54,47,3,37,227,"","","X","","X","","H","","","","","","N","E","","C","P","",2,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.991,.822,.647,.541,.541,"",2005-02-24,"333","",2012-10-29,"440"
991,"saltcedar","Tamarix","spp.","","","TAMAR2",43,47,54,,3,37,146,"X","","X","","X","","H","","","","","","N","E","W","C","","",1.7,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.982,.793,.618,.525,.525,"",2005-02-24,"333","",2011-12-21,"10945"
223,"Montezuma baldcypress","Taxodium","mucronatum","","","TAMU",8,24,52,,2,31,61,"","","","","X","","S","","","","","","N","E","","C","","",4,,1,-2.0336,2.2592,-.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,.6614,.95175,.42,24,.5,24,99,24,95,24,.46,24,20,24,.12667,.914,.11975,1,.84,.71,.45,.45,.521,.994,.951,.902,.605,.605,"",2007-06-07,"333","",2011-08-24,"10945"
8714,"pink tabebuia","Tabebuia","pallida","","","TAPA10",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
8722,"Pulu","Tabernaemontana","pandacaqui","","","TAPA13",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
8715,"roble de sierra","Tabebuia","rigida","","","TARI",54,54,54,,3,37,987,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
8716,"pink trumpet-tree","Tabebuia","rosea","","","TARO",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
8723,"Tabernaemontana rotensis","Tabernaemontana","rotensis","","","TARO3",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
8737,"manunu","Tarenna","sambucina","","","TASA2",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
8717,"roble colorado","Tabebuia","schumanniana","","","TASC2",54,54,54,,3,37,986,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
220,"baldcypress spp.","Taxodium","spp.","","","TAXOD",9,24,,,2,31,229,"X","X","","","X","","S","","","","","","N","E","","","","",2,,1,-2.0336,2.2592,-.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,.6614,.63086,.42,23,.5,23,99,23,95,23,.46,23,20,21,.12667,.914,.11975,1,.84,.71,.45,.45,.521,.994,.951,.902,.605,.605,"",2005-02-24,"333","",2010-08-05,"440"
230,"yew spp.","Taxus","spp.","","","TAXUS",9,24,,,2,18,220,"X","","X","","","","S","","","","","","N","E","W","","","",2,,3,-2.5384,2.4814,-.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,.6614,.63086,.6,23,.59,23,98,23,47,23,.67,23,4,21,.12667,.914,.11975,1,.84,.71,.45,.45,.521,.994,.951,.902,.605,.605,"",2005-02-24,"333","",2010-08-05,"440"
8778,"stinkingfish","Tetrazygia","angustifolia","","","TEAN2",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
8768,"masa","Tetragastris","balsamifera","","","TEBA",53,53,53,,3,37,985,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
8779,"Florida clover ash","Tetrazygia","bicolor","","","TEBI",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
8780,"Puerto Rico clover ash","Tetrazygia","biflora","","","TEBI2",54,54,54,,3,37,986,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
8750,"troipical almond","Terminalia","catappa","","","TECA",54,54,54,54,3,37,985,"","","X","","X","","H","","","","","","N","","","C","P","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2012-10-29,"440"
8749,"kehma","Terminalia","carolinensis","","","TECA16",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
8741,"chestnutleaf trumpetbush","Tecoma","castanifolia","","","TECA9",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
8751,"esemiich, chesemiich","Terminalia","crassipes","","","TECR3",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
8745,"tectona","Tectona","spp.","","","TECTO",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
8752,"esemiich, chesemiich","Terminalia","edulis","","","TEED",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
8781,"krekre","Tetrazygia","elaeagnoides","","","TEEL",54,54,54,,3,37,985,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
8770,"Flynnsohe","Tetraplasandra","flynnii","","","TEFL5",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
8744,"teak","Tectona","grandis","","","TEGR",54,54,54,54,3,37,995,"","","X","","X","","H","","","","","","N","","","C","P","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2012-10-29,"440"
8771,"Koolau Rangeohe","Tetraplasandra","gymnocarpa","","","TEGY",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
81,"incense-cedar","Calocedrus","decurrens","","","CADE27",9,20,,,2,18,10,"","","X","X","","X","S","","","X","X","","Y","","W","","","",1.7,,1,-2.0336,2.2592,-.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,.6614,.5884,.35,1,.25,3,28.2,7,106.05714,7,.37,1,17,21,.12667,.914,.11975,1,.84,.71,.45,.45,.521,1.04,.972,1.011,.596,.596,"",2005-02-24,"333","",2011-08-24,"10945"
6337,"Caloncoba echinata","Caloncoba","echinata","","","CAEC2",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6430,"Panama rubbertree","Castilla","elastica","","","CAEL5",54,54,54,54,3,37,986,"","","X","","X","","H","","","","","","N","","","C","P","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2012-10-29,"440"
6434,"beach sheoak","Casuarina","equisetifolia","","","CAEQ",54,54,54,54,3,37,985,"","","X","","X","","H","","","","","","N","","","C","P","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2012-10-29,"440"
6429,"goatbush","Castela","erecta","","","CAER3",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6316,"nicker","Caesalpinia","spp.","","","CAESA",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6415,"golden shower","Cassia","fistula","","","CAFI3",54,54,54,54,3,37,984,"","","X","","X","","H","","","","","","N","","","C","P","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2012-10-29,"440"
6387,"falseteeth","Capparis","flexuosa","","","CAFL2",54,54,54,,3,37,984,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
411,"scrub hickory","Carya","floridana","","","CAFL6",29,47,,,4,29,92,"","","","","X","","H","","","","","","Y","E","","","","",2,,9,-2.0127,2.4342,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.74366,.62,24,.62,24,56.74,24,68.88,24,.68,24,16,24,.12798,.92267,.12506,1,.78,.45,.42,.42,.491,1.04,.727,.334,.396,.396,"",2005-02-24,"333","",2010-08-05,"440"
856,"gray sheoak","Casuarina","glauca","","","CAGL11",43,47,54,47,3,37,227,"","","X","","X","","H","","","","","","Y","E","","C","P","",2,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.991,.822,.647,.541,.541,"",2005-02-24,"333","",2012-10-29,"440"
403,"pignut hickory","Carya","glabra","","","CAGL8",29,47,,,4,29,92,"X","X","","","X","","H","X","","","","","Y","E","","","","",1.7,,9,-2.0127,2.4342,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.74366,.66,1,.6,8,60.25,22,65.10606,5,.75,1,16,21,.12798,.92267,.12506,1,.78,.45,.42,.42,.491,.988,.705,.404,.396,.396,"",2005-02-24,"333","",2011-08-24,"10945"
6417,"pink shower","Cassia","grandis","","","CAGR11",54,54,54,54,3,37,980,"","","X","","X","","H","","","","","","N","","","C","P","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2012-10-29,"440"
6407,"Guyanese wild coffee","Casearia","guianensis","","","CAGU2",54,54,54,,3,37,985,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6427,"goatwood","Cassipourea","guianensis","","","CAGU3",54,54,54,,3,37,986,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6393,"crabwood","Carapa","guianensis","","","CAGU6",54,54,54,,3,37,985,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6372,"mafoa","Canarium","mafoa","","","CAHA39",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6389,"broadleaf caper","Capparis","hastata","","","CAHA9",54,54,54,,3,37,984,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6373,"mesecheues","Canarium","hirsutum","","","CAHI14",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
404,"pecan","Carya","illinoinensis","","","CAIL2",29,47,,,4,29,91,"X","X","","X","X","","H","X","","","X","","Y","E","","","","",1.7,,9,-2.0127,2.4342,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.74366,.6,1,.6,6,60.25,22,65.6,1,.66,1,16,21,.12798,.92267,.12506,1,.78,.45,.42,.42,.491,.988,.705,.404,.396,.396,"",2005-02-24,"333","",2010-08-05,"440"
6341,"Alexandrian laurel","Calophyllum","inophyllum","","","CAIN4",54,54,54,54,3,37,980,"","","X","","X","","H","","","","","","N","","","C","P","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2012-10-29,"440"
6374,"lukerr","Canarium","indicum","","","CAIN42",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6390,"linguam","Capparis","indica","","","CAIN5",54,54,54,,3,37,984,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6418,"apple blossom","Cassia","javanica","","","CAJA3",54,54,54,54,3,37,980,"","","X","","X","","H","","","","","","N","","","C","P","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2012-10-29,"440"
6318,"uhiuhi","Caesalpinia","kavaiensis","","","CAKA5",54,54,,54,3,,,"","","X","","","","H","","","","","","N","","","","P","",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2012-10-29,"440","",,""
6351,"Kiaerskov's lidflower","Calyptranthes","kiaerskovii","","","CAKI",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
6352,"limoncillo","Calyptranthes","krugii","","","CAKR",54,54,54,,3,37,980,"","","","","X","","H","","","","","","N","","","C","","",5,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.987,.837,.685,.539,.539,"",2010-09-22,"10854","",2010-09-24,"10854"
405,"shellbark hickory","Carya","laciniosa","","","CALA21",29,47,,,4,29,90,"X","X","","","X","","H","X","","","","","Y","E","","","","",1.7,,9,-2.0127,2.4342,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.74366,.62,1,.6,6,60.25,22,65.41935,5,.69,1,16,21,.12798,.92267,.12506,1,.78,.45,.42,.42,.491,.988,.705,.404,.396,.396,"",2005-02-24,"333","",2011-08-24,"10945"
857,"belah","Casuarina","lepidophloia","","","CALE28",43,47,54,,3,37,227,"","","","","X","","H","","","","","","Y","E","","C","","",2,,8,-2.48,2.4835,-.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,.816,.84031,.52,26,.53,26,80.49,26,75.13,26,.58,26,15.16,26,.12766,.91979,.12152,1,.78,.45,.42,.42,.491,.991,.822,.647,.541,.541,"",2005-02-24,"333","",2010-11-20,"440"
